strategy,N,rep,output,rmse,nrmse,r2,mae
random,40,7,v_out_ripple,0.06781930494026728,0.0499088276097801,0.765437064672956,0.0340127799274931
random,40,7,i_l_ripple,0.21160962986537807,0.035100847778198996,0.9472518832981746,0.05455574600964473
random,40,7,efficiency,0.3845586682017745,0.16489128906301298,-1.2238257288487482,0.24617475023940935
random,40,8,v_out_mean,1.9766213600852756,0.021682156124250614,0.9882893068171347,1.0478565766612746
random,40,8,i_l_mean,1.6043729141742247,0.04251147638463927,0.8776840185132548,0.8262750588897583
random,40,8,v_out_ripple,0.08363859178894158,0.06155038101312932,0.6432482247943692,0.04165521480857834
random,40,8,i_l_ripple,0.12272100537511056,0.020356405006708413,0.9822591708996681,0.046833340334291956
random,40,8,efficiency,0.33794124246662954,0.14490264218577206,-0.7173465157593195,0.21938514984811408
random,40,9,v_out_mean,1.813683766909717,0.01989484449993948,0.9901404120312718,1.2139296892709635
random,40,9,i_l_mean,3.0387116086162016,0.08051751288503037,0.5612152434881816,1.9784555183872854
random,40,9,v_out_ripple,0.14351034697170467,0.10561053631468122,-0.050313983725868594,0.0810597793511842
random,40,9,i_l_ripple,0.10991999245419615,0.018233030913432847,0.9857672283022023,0.04004036637058089
random,40,9,efficiency,0.24890065980840217,0.10672376944811908,0.06840395492858076,0.13421500330003278
